Region,,,EU27,RoW,China,India,Russia,USA
Level,,,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category,Consumption category
Item,,,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption,Final consumption
Region,Level,Item,,,,,,
Russia,Activity,Aluminium production,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Animal products nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Casting of metals,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Cattle farming,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Chemicals nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Collection, purification and distribution of water (41)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Composting of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Composting of paper and wood, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Computer and related activities (72),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Construction (45),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Copper production,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Cultivation of cereal grains nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Cultivation of crops nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Cultivation of oil seeds,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Cultivation of paddy rice,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Cultivation of plant-based fibers,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Cultivation of sugar cane, sugar beet",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Cultivation of vegetables, fruit, nuts",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Cultivation of wheat,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Distribution and trade of electricity,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Distribution of gaseous fuels through mains,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Education (80),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Financial intermediation, except insurance and pension funding (65)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Forestry, logging and related service activities (02)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Health and social work (85),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Hotels and restaurants (55),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Incineration of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Incineration of waste: Metals and Inert materials,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Incineration of waste: Oil/Hazardous waste,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Incineration of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Incineration of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Incineration of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Incineration of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Inland water transport,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Insurance and pension funding, except compulsory social security (66)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Landfill of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Landfill of waste: Inert/metal/hazardous,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Landfill of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Landfill of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Landfill of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Landfill of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Lead, zinc and tin production",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manufacture of cement, lime and plaster",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of ceramic goods,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of coke oven products,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of fish products,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of furniture; manufacturing n.e.c. (36),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of gas;,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of glass and glass products,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of machinery and equipment n.e.c. (29),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of office machinery and computers (30),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of other non-metallic mineral products n.e.c.,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of other transport equipment (35),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of rubber and plastic products (25),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of textiles (17),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of tobacco products (16),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manure treatment (biogas), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Manure treatment (conventional), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Meat animals nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of aluminium ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of coal and lignite; extraction of peat (10),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of copper ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of iron ores,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Mining of lead, zinc and tin ores and concentrates",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of nickel ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of other non-ferrous metal ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of precious metal ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Mining of uranium and thorium ores (12),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,N-fertiliser,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Other business activities (74),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Other land transport,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Other non-ferrous metal production,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Other service activities (93),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,P- and other fertiliser,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Paper,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Petroleum Refinery,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Pigs farming,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Plastics, basic",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Post and telecommunications (64),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Poultry farming,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Precious metals production,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Private households with employed persons (95),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processed rice,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processing of Food products nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processing of dairy products,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processing of meat cattle,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processing of meat pigs,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processing of meat poultry,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processing of nuclear fuel,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Processing vegetable oils and fats,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by Geothermal,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by biomass and waste,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by coal,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by gas,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by hydro,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by nuclear,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by petroleum and other oil derivatives,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by solar photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by solar thermal,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Production of electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity by wind,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of electricity nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Production of meat products nec,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Public administration and defence; compulsory social security (75),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Publishing, printing and reproduction of recorded media (22)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Pulp,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Quarrying of sand and clay,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Quarrying of stone,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Raw milk,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of ash into clinker,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary aluminium into new aluminium,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary construction material into aggregates,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary copper into new copper,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary glass into new glass,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary lead into new lead,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary paper into new pulp,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary plastic into new plastic,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary steel into new steel,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Re-processing of secondary wood material into new wood material,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Real estate activities (70),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Recreational, cultural and sporting activities (92)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Recycling of bottles by direct reuse,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Recycling of waste and scrap,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Research and development (73),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Retail sale of automotive fuel,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Sea and coastal water transport,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Steam and hot water supply,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Sugar refining,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Transmission of electricity,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Transport via pipelines,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,Transport via railways,0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Waste water treatment, food",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Waste water treatment, other",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",0.0,0.0,0.0,0.0,0.0,0.0
Russia,Activity,"Wool, silk-worm cocoons",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Activities auxiliary to financial intermediation (67),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Activities of membership organisation n.e.c. (91),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Air transport (62),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Aluminium production,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Animal products nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Biogasification of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Biogasification of paper, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Biogasification of sewage slugde, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Casting of metals,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Cattle farming,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Chemicals nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Collection, purification and distribution of water (41)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Composting of food waste, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Composting of paper and wood, incl. land application",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Computer and related activities (72),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Construction (45),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Copper production,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Cultivation of cereal grains nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Cultivation of crops nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Cultivation of oil seeds,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Cultivation of paddy rice,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Cultivation of plant-based fibers,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Cultivation of sugar cane, sugar beet",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Cultivation of vegetables, fruit, nuts",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Cultivation of wheat,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Distribution and trade of electricity,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Distribution of gaseous fuels through mains,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Education (80),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Extra-territorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Financial intermediation, except insurance and pension funding (65)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Forestry, logging and related service activities (02)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Health and social work (85),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Hotels and restaurants (55),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Incineration of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Incineration of waste: Metals and Inert materials,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Incineration of waste: Oil/Hazardous waste,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Incineration of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Incineration of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Incineration of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Incineration of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Inland water transport,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Insurance and pension funding, except compulsory social security (66)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Landfill of waste: Food,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Landfill of waste: Inert/metal/hazardous,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Landfill of waste: Paper,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Landfill of waste: Plastic,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Landfill of waste: Textiles,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Landfill of waste: Wood,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Lead, zinc and tin production",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of beverages,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manufacture of cement, lime and plaster",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of ceramic goods,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of coke oven products,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of fish products,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of furniture; manufacturing n.e.c. (36),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of gas;,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of glass and glass products,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of machinery and equipment n.e.c. (29),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of office machinery and computers (30),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of other non-metallic mineral products n.e.c.,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of other transport equipment (35),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of rubber and plastic products (25),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of textiles (17),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of tobacco products (16),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manure treatment (biogas), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Manure treatment (conventional), storage and land application",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Meat animals nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of aluminium ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of coal and lignite; extraction of peat (10),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of copper ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of iron ores,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Mining of lead, zinc and tin ores and concentrates",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of nickel ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of other non-ferrous metal ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of precious metal ores and concentrates,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Mining of uranium and thorium ores (12),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,N-fertiliser,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Other business activities (74),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Other land transport,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Other non-ferrous metal production,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Other service activities (93),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,P- and other fertiliser,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Paper,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Petroleum Refinery,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Pigs farming,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Plastics, basic",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Post and telecommunications (64),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Poultry farming,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Precious metals production,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Private households with employed persons (95),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processed rice,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of Food products nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of dairy products,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of meat cattle,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of meat pigs,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of meat poultry,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing of nuclear fuel,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Processing vegetable oils and fats,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by Geothermal,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by biomass and waste,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by coal,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by gas,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by hydro,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by nuclear,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by petroleum and other oil derivatives,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by solar photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by solar thermal,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Production of electricity by tide, wave, ocean",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity by wind,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of electricity nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Production of meat products nec,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Public administration and defence; compulsory social security (75),0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,"Publishing, printing and reproduction of recorded media (22)",0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Pulp,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Quarrying of sand and clay,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Quarrying of stone,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Raw milk,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of ash into clinker,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary aluminium into new aluminium,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary construction material into aggregates,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary copper into new copper,0.0,0.0,0.0,0.0,0.0,0.0
USA,Activity,Re-processing of secondary glass into new glass,0.0,0.0,0.0,0.0,0.0,0.0
