Region,Level,Item,production
China,Activity,Mining of other non-ferrous metal ores and concentrates,5062983.678530501
China,Activity,Mining of precious metal ores and concentrates,3597.5852111599747
China,Activity,Mining of uranium and thorium ores (12),1500.0898502233238
China,Activity,N-fertiliser,37828959.14197021
China,Activity,Other business activities (74),407882.95964178606
China,Activity,Other land transport,117973.20327110511
China,Activity,Other non-ferrous metal production,10314069.317004776
China,Activity,Other service activities (93),132465.75771618198
China,Activity,P- and other fertiliser,21022701.9464368
China,Activity,Paper,119212175.40117979
China,Activity,Petroleum Refinery,566732400.3482125
China,Activity,Pigs farming,31757445.100244846
China,Activity,"Plastics, basic",79992922.70673035
China,Activity,Post and telecommunications (64),36616.31369012203
China,Activity,Poultry farming,15731177.247990066
China,Activity,Precious metals production,3701.943134770914
China,Activity,Private households with employed persons (95),28695.135339963017
China,Activity,Processed rice,139177398.55522907
China,Activity,Processing of Food products nec,238602036.24734795
China,Activity,Processing of dairy products,1529450.7738473315
China,Activity,Processing of meat cattle,3014325.307397313
China,Activity,Processing of meat pigs,29097107.617332336
China,Activity,Processing of meat poultry,5547362.4048012225
China,Activity,Processing of nuclear fuel,942227.0156565197
China,Activity,Processing vegetable oils and fats,71609108.47059472
China,Activity,Production of electricity by Geothermal,550.9318516078973
China,Activity,Production of electricity by biomass and waste,31374.36449159418
China,Activity,Production of electricity by coal,13858664.400574498
China,Activity,Production of electricity by gas,669330.007321507
China,Activity,Production of electricity by hydro,2531174.51312734
China,Activity,Production of electricity by nuclear,462588.0919417719
China,Activity,Production of electricity by petroleum and other oil derivatives,63403.391907804886
China,Activity,Production of electricity by solar photovoltaic,9236.148014635884
China,Activity,Production of electricity by solar thermal,0.0
China,Activity,"Production of electricity by tide, wave, ocean",39.609818108308524
China,Activity,Production of electricity by wind,258194.96864839824
China,Activity,Production of electricity nec,0.0
China,Activity,Production of meat products nec,4091577.457692775
China,Activity,Public administration and defence; compulsory social security (75),476534.4806941622
China,Activity,"Publishing, printing and reproduction of recorded media (22)",18777472.510041334
China,Activity,Pulp,5609282.799875863
China,Activity,Quarrying of sand and clay,12846685472.513674
China,Activity,Quarrying of stone,68973197.99018209
China,Activity,Raw milk,4943711.285492311
China,Activity,Re-processing of ash into clinker,251129987.69874963
China,Activity,Re-processing of secondary aluminium into new aluminium,8113678.893767216
China,Activity,Re-processing of secondary construction material into aggregates,65528673.34298188
China,Activity,Re-processing of secondary copper into new copper,2405252.249909627
China,Activity,Re-processing of secondary glass into new glass,76663195.04258923
China,Activity,Re-processing of secondary lead into new lead,1295343.9315389644
China,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,47712.37351177876
China,Activity,Re-processing of secondary paper into new pulp,30802925.54959738
China,Activity,Re-processing of secondary plastic into new plastic,18038862.030164227
China,Activity,Re-processing of secondary preciuos metals into new preciuos metals,11.443591595453434
China,Activity,Re-processing of secondary steel into new steel,282265573.47973543
China,Activity,Re-processing of secondary wood material into new wood material,5861483.135897553
China,Activity,Real estate activities (70),405079.6206525644
China,Activity,"Recreational, cultural and sporting activities (92)",78530.40962336128
China,Activity,Recycling of bottles by direct reuse,0.0
China,Activity,Recycling of waste and scrap,25423.170071390243
China,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),47588.78272536289
China,Activity,Research and development (73),66997.99495801107
China,Activity,Retail sale of automotive fuel,4516.244716466351
China,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",145503.39567418554
China,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",66010.4098577092
China,Activity,Sea and coastal water transport,51086.87461427393
China,Activity,Steam and hot water supply,3795408.7095346996
China,Activity,Steel production through 100%H2-DR,0.0
China,Activity,Steel production through NG-DR,0.0
China,Activity,Steel production with BF-BOF + CCUS,0.0
China,Activity,Steel production with H2 inj to BF,0.0
China,Activity,Steel production with charcoal inj to BF,0.0
China,Activity,Steel production with charcoal inj to BF + CCUS,0.0
China,Activity,Sugar refining,16440878.499535894
China,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),200004.2882961012
China,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",895530.9003307344
China,Activity,Transmission of electricity,30225.69122664249
China,Activity,Transport via pipelines,4334.984782202008
China,Activity,Transport via railways,38575.364318713
China,Activity,"Waste water treatment, food",782008.6170795705
China,Activity,"Waste water treatment, other",79373038.45501979
China,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",282158.6223633729
China,Activity,"Wool, silk-worm cocoons",0.0
EU27,Activity,Activities auxiliary to financial intermediation (67),173894.91656326927
EU27,Activity,Activities of membership organisation n.e.c. (91),216570.53636116313
EU27,Activity,Air transport (62),129832.84723793913
EU27,Activity,Aluminium production,2355259.4476420903
EU27,Activity,Animal products nec,155956.6789444585
EU27,Activity,"Biogasification of food waste, incl. land application",1115552.8823811233
EU27,Activity,"Biogasification of paper, incl. land application",136134.1724948645
EU27,Activity,"Biogasification of sewage slugde, incl. land application",3880597.542270076
EU27,Activity,Blast furnace gas production,208867435.5793506
EU27,Activity,Casting of metals,13128704.879577512
EU27,Activity,Cattle farming,3918019.1673919833
EU27,Activity,Chemicals nec,115655421.42772008
EU27,Activity,"Collection, purification and distribution of water (41)",49635.417783336365
EU27,Activity,"Composting of food waste, incl. land application",14988134.314885216
EU27,Activity,"Composting of paper and wood, incl. land application",64088.07101813379
EU27,Activity,Computer and related activities (72),382117.47734382254
EU27,Activity,Construction (45),1699268.4712350913
EU27,Activity,Copper production,2004973.7121623787
EU27,Activity,Cultivation of cereal grains nec,124699377.42074282
EU27,Activity,Cultivation of crops nec,373768.0788009811
EU27,Activity,Cultivation of oil seeds,24230355.928596526
EU27,Activity,Cultivation of paddy rice,2651152.3977811914
EU27,Activity,Cultivation of plant-based fibers,1066924.624063811
EU27,Activity,"Cultivation of sugar cane, sugar beet",26201939.724378098
EU27,Activity,"Cultivation of vegetables, fruit, nuts",46844520.64146975
EU27,Activity,Cultivation of wheat,105014951.26026289
EU27,Activity,Distribution and trade of electricity,142890.71519924625
EU27,Activity,Distribution of gaseous fuels through mains,129687.98838196666
EU27,Activity,Education (80),703972.6340686817
EU27,Activity,Extra-territorial organizations and bodies,0.0
EU27,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",28131533.215957377
EU27,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",110960441.03067696
EU27,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
EU27,Activity,"Financial intermediation, except insurance and pension funding (65)",587173.2216719633
EU27,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",998614.1208441791
EU27,Activity,"Forestry, logging and related service activities (02)",265405554.45292595
EU27,Activity,Health and social work (85),1291179.759422567
EU27,Activity,Hotels and restaurants (55),706681.7049023969
EU27,Activity,Hydrogen production with electrolysis,840561468.6448762
EU27,Activity,Hydrogen production with steam reforming,2526643429.23592
EU27,Activity,Incineration of waste: Food,6957914.158880911
EU27,Activity,Incineration of waste: Metals and Inert materials,269837201.7590547
EU27,Activity,Incineration of waste: Oil/Hazardous waste,10201595.484238861
EU27,Activity,Incineration of waste: Paper,6538059.127602389
EU27,Activity,Incineration of waste: Plastic,32212641.139276303
EU27,Activity,Incineration of waste: Textiles,2145327.90707805
EU27,Activity,Incineration of waste: Wood,14020518.289217662
EU27,Activity,Inland water transport,6888.4247032898575
EU27,Activity,"Insurance and pension funding, except compulsory social security (66)",225879.3070187157
EU27,Activity,Landfill of waste: Food,14930898.309219088
EU27,Activity,Landfill of waste: Inert/metal/hazardous,1136592501.2259498
EU27,Activity,Landfill of waste: Paper,6070185.722523746
EU27,Activity,Landfill of waste: Plastic,17722461.42904616
EU27,Activity,Landfill of waste: Textiles,1607123.3576329357
EU27,Activity,Landfill of waste: Wood,7397101.274699782
EU27,Activity,"Lead, zinc and tin production",3458539.1445692256
EU27,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,31807383.904344074
EU27,Activity,Manufacture of beverages,9905739.280269684
EU27,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",31032939.258416384
EU27,Activity,"Manufacture of cement, lime and plaster",92102768.57088956
EU27,Activity,Manufacture of ceramic goods,10299484.699141337
EU27,Activity,Manufacture of coke oven products,46544188.206005216
EU27,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),32977718.337082203
EU27,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",111185998.32948935
EU27,Activity,Manufacture of fish products,393406.25145883264
EU27,Activity,Manufacture of furniture; manufacturing n.e.c. (36),27166842.747192327
EU27,Activity,Manufacture of gas;,728866.6585784181
EU27,Activity,Manufacture of glass and glass products,28102251.181068912
EU27,Activity,Manufacture of machinery and equipment n.e.c. (29),73209630.16799936
EU27,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",8091991.497514361
EU27,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",651593.0798822566
EU27,Activity,Manufacture of office machinery and computers (30),1531969.5194186638
EU27,Activity,Manufacture of other non-metallic mineral products n.e.c.,73043716.92175092
EU27,Activity,Manufacture of other transport equipment (35),184019.9587915421
EU27,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",7134544.788549134
EU27,Activity,Manufacture of rubber and plastic products (25),18995184.71069199
EU27,Activity,Manufacture of textiles (17),1962970.9246213962
EU27,Activity,Manufacture of tobacco products (16),441856.0778670384
EU27,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),628191.9812569451
EU27,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",61550113.17753216
EU27,Activity,Manufacturing of electrolyser,0.0
EU27,Activity,Manufacturing of steam reformer,0.0
EU27,Activity,"Manure treatment (biogas), storage and land application",0.0
EU27,Activity,"Manure treatment (conventional), storage and land application",183968466.81532913
EU27,Activity,Meat animals nec,917451.803047622
EU27,Activity,Mining of aluminium ores and concentrates,641079.4516177594
EU27,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",114777426.93426785
EU27,Activity,Mining of coal and lignite; extraction of peat (10),643515455.4437748
EU27,Activity,Mining of copper ores and concentrates,798323.8569191301
EU27,Activity,Mining of iron ores,20365667.236070096
EU27,Activity,"Mining of lead, zinc and tin ores and concentrates",955767.8653578553
EU27,Activity,Mining of nickel ores and concentrates,40947.16596183643
EU27,Activity,Mining of other non-ferrous metal ores and concentrates,329612.78759857797
EU27,Activity,Mining of precious metal ores and concentrates,1737.4290587936466
EU27,Activity,Mining of uranium and thorium ores (12),540.7395402208329
EU27,Activity,N-fertiliser,10775552.734995779
EU27,Activity,Other business activities (74),1554994.750914464
EU27,Activity,Other land transport,477859.57771547616
EU27,Activity,Other non-ferrous metal production,1823705.842025254
EU27,Activity,Other service activities (93),130324.40659591775
EU27,Activity,P- and other fertiliser,5718013.582126303
EU27,Activity,Paper,27472574.361069016
EU27,Activity,Petroleum Refinery,680179955.7426567
EU27,Activity,Pigs farming,14541592.57635195
EU27,Activity,"Plastics, basic",52757977.858617894
EU27,Activity,Post and telecommunications (64),511180.6329259606
EU27,Activity,Poultry farming,8339459.705518592
EU27,Activity,Precious metals production,1902.3896483254855
EU27,Activity,Private households with employed persons (95),69855.2810383913
EU27,Activity,Processed rice,2098917.891593424
EU27,Activity,Processing of Food products nec,88016813.89084063
EU27,Activity,Processing of dairy products,15358208.353986816
EU27,Activity,Processing of meat cattle,3086529.055390878
EU27,Activity,Processing of meat pigs,13219868.047622796
EU27,Activity,Processing of meat poultry,3937817.0242667072
EU27,Activity,Processing of nuclear fuel,13261722.52587084
EU27,Activity,Processing vegetable oils and fats,47496789.07807951
EU27,Activity,Production of electricity by Geothermal,68258.67884967141
EU27,Activity,Production of electricity by biomass and waste,429024.5855339566
EU27,Activity,Production of electricity by coal,2843038.0774386157
EU27,Activity,Production of electricity by gas,2018803.821493667
EU27,Activity,Production of electricity by hydro,3655456.400983905
EU27,Activity,Production of electricity by nuclear,4615478.311264977
EU27,Activity,Production of electricity by petroleum and other oil derivatives,257549.68529957192
EU27,Activity,Production of electricity by solar photovoltaic,535026.1771401926
EU27,Activity,Production of electricity by solar thermal,15482.007644657468
EU27,Activity,"Production of electricity by tide, wave, ocean",6388.931194197866
EU27,Activity,Production of electricity by wind,1958774.3457100801
EU27,Activity,Production of electricity nec,9573.361772095623
EU27,Activity,Production of meat products nec,720219.0540884997
EU27,Activity,Public administration and defence; compulsory social security (75),978295.8145619971
EU27,Activity,"Publishing, printing and reproduction of recorded media (22)",2539851.251809038
EU27,Activity,Pulp,31536481.87295571
EU27,Activity,Quarrying of sand and clay,1516556640.0951989
EU27,Activity,Quarrying of stone,1195347402.2633855
EU27,Activity,Raw milk,17502006.710628185
EU27,Activity,Re-processing of ash into clinker,41065872.52062063
EU27,Activity,Re-processing of secondary aluminium into new aluminium,4655157.083807425
EU27,Activity,Re-processing of secondary construction material into aggregates,393916173.0403982
EU27,Activity,Re-processing of secondary copper into new copper,902307.459262203
EU27,Activity,Re-processing of secondary glass into new glass,23401211.583314747
EU27,Activity,Re-processing of secondary lead into new lead,1848915.0010993276
EU27,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,430560.54665833974
EU27,Activity,Re-processing of secondary paper into new pulp,33778400.26764581
EU27,Activity,Re-processing of secondary plastic into new plastic,9352383.316252667
EU27,Activity,Re-processing of secondary preciuos metals into new preciuos metals,1734.5295509614855
EU27,Activity,Re-processing of secondary steel into new steel,196248281.3024011
EU27,Activity,Re-processing of secondary wood material into new wood material,18150348.018463034
EU27,Activity,Real estate activities (70),1453158.0547462702
EU27,Activity,"Recreational, cultural and sporting activities (92)",452877.2248403821
EU27,Activity,Recycling of bottles by direct reuse,33533788.204803444
EU27,Activity,Recycling of waste and scrap,27855.98737633952
EU27,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),286994.3195690676
EU27,Activity,Research and development (73),162866.802305106
EU27,Activity,Retail sale of automotive fuel,26690.244462028943
EU27,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",106044.90414791834
EU27,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",222811.5175034385
EU27,Activity,Sea and coastal water transport,90985.25650644452
EU27,Activity,Steam and hot water supply,3692016.832795405
EU27,Activity,Steel production through 100%H2-DR,7506542.601425203
EU27,Activity,Steel production through NG-DR,25522244.844845694
EU27,Activity,Steel production with BF-BOF + CCUS,1501308.520285041
EU27,Activity,Steel production with H2 inj to BF,91579819.73738751
EU27,Activity,Steel production with charcoal inj to BF,22519627.804275602
EU27,Activity,Steel production with charcoal inj to BF + CCUS,1501308.520285041
EU27,Activity,Sugar refining,21534321.910431102
EU27,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),579685.6544599464
EU27,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",432959.20018953935
EU27,Activity,Transmission of electricity,33928.35693375558
EU27,Activity,Transport via pipelines,15247.58589655675
EU27,Activity,Transport via railways,136433.62827350682
EU27,Activity,"Waste water treatment, food",276468.4328199261
EU27,Activity,"Waste water treatment, other",41283788.88371071
EU27,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",504905.0604106138
EU27,Activity,"Wool, silk-worm cocoons",0.0
India,Activity,Activities auxiliary to financial intermediation (67),16356.950405345924
India,Activity,Activities of membership organisation n.e.c. (91),567.6348888947524
India,Activity,Air transport (62),5930.59618065491
India,Activity,Aluminium production,1652643.0119891118
India,Activity,Animal products nec,61171.611733557234
India,Activity,"Biogasification of food waste, incl. land application",0.0
India,Activity,"Biogasification of paper, incl. land application",0.0
India,Activity,"Biogasification of sewage slugde, incl. land application",0.0
India,Activity,Blast furnace gas production,95214717.84489608
India,Activity,Casting of metals,8682847.946691316
India,Activity,Cattle farming,368036.8545084599
India,Activity,Chemicals nec,29156533.215793584
India,Activity,"Collection, purification and distribution of water (41)",302.5728485720906
India,Activity,"Composting of food waste, incl. land application",0.0
India,Activity,"Composting of paper and wood, incl. land application",0.0
India,Activity,Computer and related activities (72),27747.088296940234
India,Activity,Construction (45),346970.5973136114
India,Activity,Copper production,670679.0468523706
India,Activity,Cultivation of cereal grains nec,36940004.41351429
India,Activity,Cultivation of crops nec,3247785.338867506
India,Activity,Cultivation of oil seeds,16756677.719331278
India,Activity,Cultivation of paddy rice,134224213.67780682
India,Activity,Cultivation of plant-based fibers,18804911.93156933
India,Activity,"Cultivation of sugar cane, sugar beet",102742308.29513472
India,Activity,"Cultivation of vegetables, fruit, nuts",69945799.80736738
India,Activity,Cultivation of wheat,73844097.3743893
India,Activity,Distribution and trade of electricity,8283.730500511761
India,Activity,Distribution of gaseous fuels through mains,5157.969590091285
India,Activity,Education (80),50456.89962928486
India,Activity,Extra-territorial organizations and bodies,0.0
India,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",38104715.44984038
India,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",46729002.61276809
India,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
India,Activity,"Financial intermediation, except insurance and pension funding (65)",64127.155948016465
India,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",862231.350214648
India,Activity,"Forestry, logging and related service activities (02)",320254202.65221024
India,Activity,Health and social work (85),35822.1421475955
India,Activity,Hotels and restaurants (55),45927.10393093193
India,Activity,Hydrogen production with electrolysis,0.0
India,Activity,Hydrogen production with steam reforming,0.0
India,Activity,Incineration of waste: Food,0.0
India,Activity,Incineration of waste: Metals and Inert materials,0.0
India,Activity,Incineration of waste: Oil/Hazardous waste,0.0
India,Activity,Incineration of waste: Paper,0.0
India,Activity,Incineration of waste: Plastic,0.0
India,Activity,Incineration of waste: Textiles,0.0
India,Activity,Incineration of waste: Wood,0.0
India,Activity,Inland water transport,401.7650969686026
India,Activity,"Insurance and pension funding, except compulsory social security (66)",21447.48698609639
India,Activity,Landfill of waste: Food,58317701.9858749
India,Activity,Landfill of waste: Inert/metal/hazardous,392709973.0146114
India,Activity,Landfill of waste: Paper,5072802.76959473
India,Activity,Landfill of waste: Plastic,12361488.520055143
India,Activity,Landfill of waste: Textiles,3975407.9775254806
India,Activity,Landfill of waste: Wood,1562458.5149109133
India,Activity,"Lead, zinc and tin production",1234918.9979870368
India,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,106933824.96198726
India,Activity,Manufacture of beverages,195480.46597891193
India,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",2047531.6175267233
India,Activity,"Manufacture of cement, lime and plaster",89432621.1008752
India,Activity,Manufacture of ceramic goods,37348323.38287469
India,Activity,Manufacture of coke oven products,23346939.562907852
India,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),16251310.669949722
India,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",26171207.72321047
India,Activity,Manufacture of fish products,226635.22050294362
India,Activity,Manufacture of furniture; manufacturing n.e.c. (36),6235906.5875721
India,Activity,Manufacture of gas;,19180.647759454423
India,Activity,Manufacture of glass and glass products,202469.2885608759
India,Activity,Manufacture of machinery and equipment n.e.c. (29),33108737.57034011
India,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",354791.9879384932
India,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",62660.09653920815
India,Activity,Manufacture of office machinery and computers (30),224825.142418574
India,Activity,Manufacture of other non-metallic mineral products n.e.c.,10361108.455858495
India,Activity,Manufacture of other transport equipment (35),17450.81480656225
India,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",4199842.100714208
India,Activity,Manufacture of rubber and plastic products (25),5917613.404800179
India,Activity,Manufacture of textiles (17),7031239.664250087
India,Activity,Manufacture of tobacco products (16),411623.45138712676
India,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),971464.5843529659
India,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",6830176.406590695
India,Activity,Manufacturing of electrolyser,0.0
India,Activity,Manufacturing of steam reformer,0.0
India,Activity,"Manure treatment (biogas), storage and land application",0.0
India,Activity,"Manure treatment (conventional), storage and land application",180054763.15869108
India,Activity,Meat animals nec,2104010.9043749664
India,Activity,Mining of aluminium ores and concentrates,5246556.3856443325
India,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",37450518.600512326
India,Activity,Mining of coal and lignite; extraction of peat (10),565160692.123276
India,Activity,Mining of copper ores and concentrates,31525.05907839243
India,Activity,Mining of iron ores,94340323.79253237
India,Activity,"Mining of lead, zinc and tin ores and concentrates",815686.0
India,Activity,Mining of nickel ores and concentrates,0.0
India,Activity,Mining of other non-ferrous metal ores and concentrates,2660192.409100372
India,Activity,Mining of precious metal ores and concentrates,209.3694527784855
India,Activity,Mining of uranium and thorium ores (12),5597.8740011459995
India,Activity,N-fertiliser,12289357.054316072
India,Activity,Other business activities (74),28472.366727203942
India,Activity,Other land transport,103612.82651170029
India,Activity,Other non-ferrous metal production,2711005.904326658
India,Activity,Other service activities (93),1004.5332495596759
India,Activity,P- and other fertiliser,4370759.051399441
India,Activity,Paper,9342957.69802187
India,Activity,Petroleum Refinery,240774645.23210883
India,Activity,Pigs farming,211479.70137055754
India,Activity,"Plastics, basic",12676863.555381173
India,Activity,Post and telecommunications (64),25147.36203404709
India,Activity,Poultry farming,2276482.7792298268
India,Activity,Precious metals production,209.16054148753122
India,Activity,Private households with employed persons (95),13709.395249992982
India,Activity,Processed rice,102479776.6148252
India,Activity,Processing of Food products nec,74893253.75315794
India,Activity,Processing of dairy products,2902690.1584062446
India,Activity,Processing of meat cattle,610922.2851708834
India,Activity,Processing of meat pigs,193813.64443055325
India,Activity,Processing of meat poultry,830711.7290878894
India,Activity,Processing of nuclear fuel,363251.78378966433
India,Activity,Processing vegetable oils and fats,23903742.561302707
India,Activity,Production of electricity by Geothermal,0.0
India,Activity,Production of electricity by biomass and waste,102184.22775025402
India,Activity,Production of electricity by coal,2570063.5252816807
India,Activity,Production of electricity by gas,395529.563048848
